Student_ID,Name,Gender,Age,Department,Year,Attendance,Study_Hours,Current_GPA
S3038,Lisa Shepherd,Male,22,Science,1,86.41,9.5,3.71
S3039,Ms. Tara Singleton,Male,19,Science,3,69.04,7.3,2.22
S3040,Thomas Hernandez,Male,20,Science,1,96.58,3.0,2.01
S3041,Michael Rogers,Male,23,Science,2,74.53,9.5,3.15
S3042,Susan Gonzalez,Female,23,Arts,2,89.06,6.9,3.75
S3043,Jenna Anderson,Male,22,Commerce,2,87.8,4.8,2.64
S3044,Amy Archer,Male,19,Science,1,69.72,5.0,3.42
S3045,Clifford Collins,Male,24,Engineering,3,66.63,8.7,3.46
S3046,Shane Hill,Female,21,Commerce,3,90.63,9.8,3.27
S3047,Austin Roth,Female,19,Commerce,3,50.14,9.7,2.77
S3048,Janet Smith,Female,19,Arts,1,65.66,5.5,3.64
S3049,John Spencer,Female,24,Science,4,61.48,3.8,2.18
S3050,Tony Jones,Male,25,Commerce,2,91.85,5.3,2.43
S3051,Shane Page,Male,19,Arts,4,55.39,1.8,3.85
S3052,Kaitlin Flores,Male,19,Engineering,1,53.32,8.8,3.86
S3053,Cindy Rivera MD,Female,21,Science,2,57.23,5.3,2.54
S3054,Tina Cortez,Male,24,Commerce,1,92.69,9.3,3.05
S3055,Victoria Smith,Male,24,Science,2,62.83,6.5,3.62
S3056,Shane Williams,Male,18,Commerce,3,73.09,1.4,3.07
S3057,Alexis Murray,Female,19,Arts,1,77.58,5.2,2.63
S3058,Nancy Garcia,Male,20,Science,3,86.59,8.1,3.76
S3059,Janet Perez,Female,24,Engineering,4,98.89,2.6,2.14
S3060,Charlotte Woods,Male,25,Engineering,2,98.18,5.2,3.45
S3061,Antonio Perez,Male,19,Arts,1,77.04,5.0,2.23
S3062,Cory Liu,Male,22,Arts,2,81.51,8.8,3.13
S3063,Christopher Martin,Male,22,Arts,4,53.87,8.7,2.83
S3064,Mario Powell,Female,21,Arts,4,81.26,7.8,3.14
S3065,Kimberly Young,Female,25,Arts,1,77.33,7.0,3.32
S3066,Devin Hernandez,Female,20,Arts,3,68.68,6.0,2.93
S3067,Daniel Young,Male,19,Arts,3,84.95,3.0,2.0
S3068,Carolyn Cox,Female,25,Commerce,2,58.33,8.0,3.44
S3069,John Farmer,Female,19,Arts,2,58.62,6.9,3.35
S3070,Mrs. Barbara Mejia,Male,24,Commerce,1,68.32,7.2,3.36
S3071,Mason Kim,Male,24,Engineering,1,75.87,8.8,2.22
S3072,Morgan Lyons,Male,24,Arts,4,84.13,9.8,2.94
S3073,Joseph Harris,Female,18,Engineering,1,92.52,7.7,3.46
S3074,Richard Taylor,Female,19,Commerce,1,64.29,1.9,2.76
S3075,Brian Mccarty,Female,19,Engineering,2,94.42,8.7,3.99
S3076,Amy Parker,Female,19,Science,3,89.3,5.3,3.2
S3077,Sara Cook,Male,19,Arts,2,57.65,3.9,3.69
S3078,Susan Green,Male,25,Science,3,75.77,1.6,2.06
S3079,Melanie Reed,Female,23,Engineering,2,89.28,6.3,3.69
S3080,John Mora,Male,20,Engineering,3,67.72,7.7,2.16
S3081,Michael Berger,Female,18,Engineering,4,97.78,3.0,2.23
S3082,Brian Mccann,Male,23,Engineering,4,68.47,1.7,3.69
S3083,Michael Holland,Male,19,Arts,4,89.55,2.1,3.98
S3084,Megan Simmons,Female,23,Engineering,4,58.57,2.7,3.77
S3085,Michelle Mcpherson,Female,21,Science,3,68.48,7.4,2.23
S3086,Brian Holt DDS,Female,19,Commerce,4,91.81,5.2,2.17
S3087,Leslie Long,Male,20,Arts,3,81.07,7.7,3.59
S3088,Rachael Carter,Female,19,Science,4,75.13,7.2,3.06
S3089,Virginia Greene,Female,21,Science,3,91.13,4.6,2.47
S3090,Daniel Stewart,Female,21,Engineering,4,64.32,3.1,3.59
S3091,Joshua Martin,Female,21,Commerce,2,91.1,8.5,3.62
S3092,Donna Velez,Female,20,Arts,4,80.95,7.2,3.35
S3093,Samantha Richmond,Female,22,Science,3,75.02,6.2,2.65
S3094,Ashley Tyler,Female,24,Commerce,4,82.46,7.4,2.83
S3095,Lauren Ponce,Male,18,Engineering,4,85.79,5.9,2.39
S3096,Jose Scott,Female,18,Commerce,2,56.37,3.4,2.2
S3097,Jeffrey Williamson,Male,23,Science,2,81.04,5.4,3.48
S3098,Ann Huff,Female,24,Commerce,4,82.72,1.5,3.43
S3099,Sarah Brown,Male,21,Commerce,1,51.08,1.5,2.99
S3100,Gary Green,Male,21,Arts,2,54.17,2.6,2.74
S3101,Steven Henry,Female,18,Arts,1,70.75,9.5,3.61
S3102,Donna Delacruz,Male,24,Commerce,2,95.59,1.7,3.66
S3103,Steven Cole,Male,25,Arts,2,75.76,9.3,2.97
S3104,Jessica Howell,Male,25,Arts,1,88.82,7.3,2.85
S3105,James Smith,Female,21,Engineering,1,87.26,7.3,3.68
S3106,Heather Jones,Female,18,Commerce,2,98.96,6.1,2.42
S3107,Mr. Shannon Rodriguez,Male,18,Science,1,95.74,5.0,3.85
S3108,Todd Myers,Male,21,Science,1,59.99,5.2,3.19
S3109,Corey Davis,Male,19,Commerce,2,93.08,4.6,2.62
S3110,Dr. Jose Cantrell,Male,22,Engineering,4,79.63,7.5,3.19
S3111,Kari Lewis,Male,24,Commerce,4,77.76,3.9,2.71
S3112,Stacey Wilson,Female,18,Commerce,3,50.14,9.1,2.47
S3113,Joseph Steele,Male,23,Science,4,65.26,7.3,2.63
S3114,John Ray,Male,23,Commerce,4,72.37,8.8,3.51
S3115,Michael Thompson,Female,25,Arts,4,50.49,7.0,3.06
S3116,Jennifer Christensen,Male,25,Science,3,72.1,9.7,3.44
S3117,Jennifer Harris,Female,21,Engineering,1,80.69,5.8,3.13
S3118,Peter Warren,Female,22,Engineering,2,58.0,6.1,3.49
S3119,Michael Matthews,Male,22,Engineering,1,51.67,9.6,3.01
S3120,Dennis Ramos,Male,18,Engineering,2,68.94,5.7,2.15
S3121,James Wilson,Male,25,Science,4,53.08,7.3,3.39
S3122,Javier Scott,Female,22,Engineering,4,64.04,3.9,2.54
S3123,Jonathon Kim,Female,22,Engineering,3,56.93,2.3,3.94
S3124,Sheryl Roberts,Male,20,Engineering,1,78.31,6.8,2.92
S3125,Stephen Perkins,Female,19,Science,1,92.97,4.7,3.54
S3126,Caleb Stark,Male,23,Engineering,3,91.45,4.4,3.83
S3127,Brett Dillon,Female,21,Science,2,59.02,8.1,2.7
S3128,Carol Watson,Male,20,Arts,3,79.17,9.3,3.68
S3129,Valerie Strong,Female,24,Commerce,2,81.48,1.4,3.74
S3130,Steve Bradford,Male,18,Arts,1,98.6,8.7,2.55
S3131,Ashley Harris,Female,19,Engineering,4,80.86,2.8,2.81
S3132,Stacey Howard,Male,22,Engineering,1,74.7,5.4,3.16
S3133,Kelly Andrews,Female,23,Science,4,52.11,8.7,2.12
S3134,Wesley Oneal,Male,25,Commerce,3,89.77,1.5,3.19
S3135,Michael Quinn,Female,18,Science,2,56.0,9.1,2.71
S3136,Anthony White,Male,23,Arts,2,69.09,2.0,2.65
S3137,Sabrina Mills,Female,24,Engineering,2,74.63,6.4,2.44
S3138,Anthony Williams,Female,25,Engineering,1,53.41,4.9,2.36
S3139,Brenda Garcia,Female,19,Arts,4,71.33,5.9,2.07
S3140,James Chavez,Female,21,Commerce,2,96.67,2.0,3.89
S3141,Nicholas Morris,Male,21,Engineering,1,86.55,3.9,3.74
S3142,Gabrielle Nguyen,Female,21,Science,2,74.12,5.0,3.91
S3143,Monica Jones,Male,22,Commerce,4,63.21,8.7,3.56
S3144,Miss Kristen Lee MD,Female,22,Commerce,3,74.01,9.8,2.86
S3145,Phillip Thompson,Male,23,Arts,3,98.29,9.0,2.07
S3146,Taylor Miller,Female,21,Arts,4,56.11,4.8,2.42
S3147,Denise Cook,Male,21,Engineering,1,79.87,9.7,3.95
S3148,Joshua Snow,Male,21,Commerce,3,73.51,2.4,2.87
S3149,Devin Rhodes,Female,23,Science,2,91.38,7.1,2.8
S3150,Andrew Tate,Male,23,Commerce,3,80.92,2.3,3.32
S3151,Cassidy Wilson,Female,19,Engineering,2,65.3,9.8,3.0
S3152,George Rios,Male,22,Commerce,2,98.02,5.3,3.9
S3153,Sarah Harris,Female,21,Engineering,4,83.1,8.2,3.23
S3154,Christine Nguyen,Male,18,Science,4,69.3,5.7,3.07
S3155,Karen Wood,Female,21,Science,4,85.84,5.8,2.05
S3156,Jason Branch,Male,18,Arts,3,73.4,3.3,3.44
S3157,Aaron King,Female,25,Arts,3,53.58,9.2,3.69
S3158,Anthony Brown,Female,23,Arts,2,76.25,6.9,2.43
S3159,Meghan Jensen,Female,23,Commerce,2,75.4,3.3,3.6
S3160,Vanessa Cooper,Female,23,Engineering,1,87.94,4.4,2.37
S3161,Danielle Davis,Male,21,Commerce,3,80.69,4.3,2.25
S3162,Debra Hanna,Male,20,Engineering,4,91.71,9.1,2.56
S3163,Marcus Bradford,Male,19,Commerce,3,74.6,7.2,2.97
S3164,Jodi Farrell,Male,22,Science,1,73.31,4.8,2.96
S3165,Ashley Hale,Female,25,Arts,1,93.78,9.7,2.76
S3166,Eric Hart,Male,24,Commerce,2,77.95,2.4,3.33
S3167,Nicholas Garza,Female,25,Science,2,61.55,4.5,2.62
S3168,Brooke Mays,Female,23,Commerce,4,86.54,6.4,3.33
S3169,Danny Tran,Male,19,Commerce,1,79.39,5.4,3.98
S3170,Reginald Taylor,Male,25,Arts,3,95.39,7.7,3.34
S3171,Linda Cross,Male,22,Science,4,68.76,8.2,2.75
S3172,William Smith,Female,19,Arts,1,61.32,9.8,2.42
S3173,Sarah Donovan,Male,18,Commerce,2,66.74,9.2,2.09
S3174,Heather Butler,Male,19,Engineering,2,69.68,3.1,3.98
S3175,Madison Collins,Female,25,Arts,3,79.52,9.5,3.08
S3176,Seth Lucero,Male,25,Science,2,95.85,9.7,3.34
S3177,Heather White,Female,21,Commerce,4,93.51,3.4,2.18
S3178,Elizabeth Keller,Female,20,Commerce,2,57.12,6.0,3.34
S3179,Steven Garner,Female,19,Science,3,62.3,8.6,2.96
S3180,Karla Mccullough,Female,22,Science,4,67.36,9.2,3.85
S3181,Brandon Hernandez,Female,19,Arts,4,52.57,5.1,2.46
S3182,Mrs. Anna Perez,Female,19,Engineering,1,69.03,9.5,2.93
S3183,Daniel Adams,Male,22,Arts,2,62.31,2.1,3.77
S3184,Scott Jefferson,Male,18,Engineering,1,90.6,7.3,2.39
S3185,Jessica Young,Male,18,Commerce,2,67.83,8.0,2.55
S3186,Calvin Duran,Female,20,Science,2,52.51,4.6,3.25
S3187,Lindsay Hughes,Male,25,Science,4,60.56,2.6,2.46
S3188,Alicia Daniel,Male,23,Commerce,1,52.11,5.9,2.49
S3189,Sean Gomez,Male,24,Engineering,2,87.76,6.8,3.01
S3190,Edward Cooper,Female,25,Commerce,1,72.1,2.0,3.07
S3191,Erin Valentine,Female,21,Engineering,4,66.54,2.1,2.9
S3192,Amanda Rodriguez,Female,21,Commerce,4,77.21,7.7,2.67
S3193,Meghan Robbins,Male,21,Commerce,3,73.18,9.5,2.5
S3194,Martin Bass,Female,20,Engineering,1,94.35,5.5,2.11
S3195,Erika Green,Male,23,Commerce,4,62.45,1.1,2.33
S3196,Kevin Weber,Female,23,Commerce,4,77.93,6.1,3.43
S3197,Melody Bailey,Male,25,Arts,3,54.0,6.1,2.86
S3198,Victoria Brown,Female,18,Commerce,2,80.91,7.0,3.91
S3199,Jennifer Meyer,Male,22,Science,2,58.95,1.8,2.67
S3200,Richard Adams,Female,23,Engineering,3,84.0,2.6,3.2
S3201,Sarah Parsons,Female,25,Commerce,3,75.2,8.5,3.74
S3202,Tina Bryant,Female,21,Science,2,95.77,1.2,2.52
S3203,Richard Jackson,Male,19,Engineering,2,59.08,5.0,3.17
S3204,Elaine Stanley,Female,20,Science,4,82.87,3.4,3.4
S3205,Megan Robinson,Female,22,Commerce,1,66.99,4.2,3.55
S3206,Allison Fox,Female,25,Commerce,3,59.01,3.2,3.88
S3207,Tamara Fuller,Female,20,Engineering,4,73.67,9.5,2.66
S3208,Sharon Craig,Male,24,Engineering,4,87.03,1.9,2.67
S3209,Patricia Young,Female,20,Commerce,1,90.66,9.8,3.87
S3210,Jason Thomas,Female,24,Commerce,4,98.38,1.3,3.38
S3211,Chelsea Johnson,Male,21,Engineering,1,60.73,6.3,3.52
S3212,Megan Vance,Male,25,Engineering,4,86.06,9.5,2.49
S3213,Daniel Carroll,Male,20,Commerce,1,85.66,8.8,2.03
S3214,Judy Herrera,Female,24,Science,4,81.13,7.3,3.01
S3215,Jacob Turner,Male,20,Engineering,2,79.79,9.7,3.73
S3216,Maurice Graham,Male,21,Engineering,3,90.53,3.0,3.11
S3217,Jacqueline Horton,Female,20,Engineering,1,52.26,5.7,3.75
S3218,Jessica Jones,Male,25,Arts,4,66.46,10.0,2.77
S3219,Kristi Baxter,Male,25,Arts,2,67.69,8.6,2.0
S3220,Amanda Pitts,Male,18,Commerce,3,58.64,6.7,2.7
S3221,Ashley Shah,Female,23,Commerce,2,63.22,10.0,3.6
S3222,Jimmy Moon,Female,24,Commerce,3,83.29,1.7,2.54
S3223,Donna Lowery,Male,21,Engineering,3,87.51,9.9,3.54
S3224,Sharon Dean,Female,19,Arts,4,73.8,3.3,3.55
S3225,Derek Dickerson,Male,25,Engineering,2,83.49,3.1,3.86
S3226,Alan Franco,Male,23,Commerce,4,63.35,8.5,2.06
S3227,Rebecca Diaz,Male,24,Commerce,4,54.03,5.8,2.66
S3228,Andrea Lee,Female,20,Arts,2,91.95,6.2,3.81
S3229,Doris Thomas,Male,22,Commerce,4,90.21,7.0,2.05
S3230,Gwendolyn Johnson,Female,20,Science,4,51.67,7.5,3.07
S3231,James Kramer,Female,18,Arts,2,98.8,3.3,2.14
S3232,Jennifer Meyer,Male,23,Science,4,98.33,2.7,2.03
S3233,Laura Oliver,Male,21,Arts,3,93.49,9.1,2.93
S3234,Michael Smith,Female,19,Science,3,58.06,2.6,2.05
S3235,Melinda Palmer,Male,23,Engineering,1,91.56,7.2,2.61
S3236,Wayne Palmer,Male,18,Arts,4,51.96,2.9,2.67
S3237,Edwin Richard,Female,22,Commerce,2,56.12,8.8,2.37
S3238,Zachary Bates,Male,25,Engineering,4,57.01,5.9,2.52
S3239,Robert Saunders,Female,22,Science,3,78.29,3.5,2.66
S3240,Holly Cobb,Male,24,Arts,4,99.96,3.2,2.68
S3241,Seth Walker,Male,24,Arts,1,79.1,7.7,2.97
S3242,Jennifer Williams,Female,24,Arts,4,67.39,2.1,2.58
S3243,Kathleen Smith,Male,19,Arts,2,51.19,8.8,2.17
S3244,Melissa Cohen,Male,19,Commerce,4,57.33,4.4,2.26
S3245,Joel Alexander MD,Female,25,Arts,2,69.02,9.1,3.5
S3246,Shannon Webb,Female,24,Commerce,4,93.94,8.2,2.67
S3247,Frank Williams,Female,22,Science,3,72.95,1.4,3.44
S3248,Christina Freeman,Male,21,Engineering,2,77.25,9.2,3.8
S3249,Christopher Hansen,Female,25,Engineering,2,85.66,9.2,2.2
S3250,Benjamin Mcfarland,Male,19,Arts,4,77.94,3.0,3.14
S3251,Patrick Wilson,Male,20,Commerce,2,71.1,3.9,2.56
S3252,Richard Ware,Female,21,Arts,3,65.54,1.8,3.42
S3253,Bobby Hopkins,Female,19,Engineering,1,68.81,4.5,2.75
S3254,Ashley Hughes,Female,19,Commerce,2,60.42,7.0,3.04
S3255,Joseph Hale,Female,25,Arts,4,76.82,3.3,3.68
S3256,Erica Mullen,Female,21,Arts,3,63.25,8.4,3.01
S3257,Howard Montgomery,Male,22,Commerce,4,61.06,7.7,3.15
S3258,Kristine Anderson,Male,24,Commerce,1,71.9,3.8,3.24
S3259,Becky Winters,Male,19,Arts,1,65.38,1.5,3.75
S3260,Michael Brown,Male,20,Arts,1,72.1,3.4,3.71
S3261,Ryan Peck,Male,18,Engineering,3,65.69,2.2,2.76
S3262,Courtney Taylor,Male,23,Engineering,3,90.53,5.9,3.75
S3263,Jennifer Simon,Female,19,Commerce,1,63.63,4.8,3.65
S3264,Carmen Lopez,Male,18,Arts,2,68.45,1.3,2.91
S3265,Jamie Bryan DVM,Male,22,Science,4,88.11,1.1,2.35
S3266,Daniel Lewis,Female,18,Arts,3,95.55,9.1,2.34
S3267,Danielle Brown,Female,23,Science,3,62.71,4.6,3.39
S3268,Rachel Dunlap,Female,24,Science,4,96.5,2.8,3.28
S3269,Elizabeth Frederick,Female,19,Science,2,81.34,8.6,3.02
S3270,Michael King,Female,24,Science,3,99.06,2.2,3.46
S3271,Stephanie Smith,Male,24,Science,2,55.95,6.0,3.36
S3272,David Shields,Male,19,Engineering,2,80.64,8.8,3.64
S3273,Robert Smith,Male,25,Commerce,3,85.02,6.8,2.55
S3274,Nicholas Owens,Male,23,Engineering,1,91.59,1.6,3.64
S3275,Eugene Bass,Female,19,Science,3,52.52,3.5,3.23
S3276,Amanda Bond,Male,25,Arts,3,59.75,6.3,3.19
S3277,Chase Ramos,Male,20,Engineering,1,97.59,4.6,2.32
S3278,Richard Johnson,Female,20,Engineering,4,78.33,4.9,2.49
S3279,Samantha Berger,Male,24,Commerce,3,52.08,3.2,2.32
S3280,Tony Carpenter,Female,23,Arts,3,77.93,4.5,2.11
S3281,Joseph Hurst,Male,19,Science,3,60.44,1.0,3.29
S3282,Bethany Smith,Female,18,Commerce,1,83.65,5.6,2.77
S3283,Whitney Dalton,Female,22,Science,2,86.02,6.0,3.21
S3284,Jason Vaughn,Male,20,Commerce,4,72.8,2.5,2.19
S3285,David Hardy,Female,21,Engineering,4,90.04,1.2,2.09
S3286,Dennis Wilkins,Male,24,Science,2,63.11,6.5,3.15
S3287,Phillip Lin,Female,18,Science,1,84.09,7.4,3.97
S3288,Bryan Munoz,Female,18,Arts,2,53.59,6.7,3.14
S3289,Darryl Keith,Female,25,Arts,4,63.51,5.2,2.4
S3290,George Lee,Male,25,Commerce,3,59.25,1.7,3.94
S3291,Raymond Horton,Female,19,Engineering,4,57.41,1.2,2.74
S3292,Kelly Warren,Male,25,Commerce,3,63.48,1.3,3.59
S3293,Danielle Baker,Female,20,Commerce,4,86.5,8.5,2.06
S3294,Mr. Nathaniel Mack,Female,24,Commerce,1,60.4,10.0,2.35
S3295,Jenna Franklin,Female,20,Science,3,63.15,5.0,2.51
S3296,John Downs,Female,24,Commerce,4,74.43,4.6,2.02
S3297,Dawn Doyle,Male,24,Engineering,3,57.43,1.7,2.22
S3298,Autumn Martinez,Female,23,Science,3,69.72,2.8,2.26
S3299,Heather Jackson,Male,24,Engineering,2,50.95,5.1,3.82
S3300,Scott Villegas,Male,21,Science,4,87.35,1.9,3.72
S3301,Derrick Jones,Male,25,Arts,3,56.43,7.4,3.8
S3302,Dr. Susan Beasley MD,Male,18,Commerce,4,90.81,6.3,3.67
S3303,Scott Jenkins,Male,23,Engineering,3,53.78,9.9,3.61
S3304,Lee Poole,Male,23,Engineering,4,85.82,7.6,2.55
S3305,Jacqueline Wang,Female,18,Science,2,69.09,4.3,3.25
S3306,Mary Bullock,Male,21,Arts,1,70.66,4.9,3.87
S3307,Lance Lindsey,Female,19,Science,1,82.24,7.2,2.66
S3308,Savannah Barker,Female,25,Science,4,61.72,1.5,2.51
S3309,James Miller,Female,19,Arts,3,59.66,8.4,2.31
S3310,Angelica Jones,Female,19,Science,2,57.2,2.1,2.91
S3311,Miranda Scott,Male,24,Engineering,1,71.44,5.4,3.88
S3312,Marcus Lowery,Female,23,Science,3,80.28,6.9,3.54
S3313,Pamela Haley,Female,24,Commerce,4,58.83,9.4,2.84
S3314,Amy Landry,Female,18,Science,4,90.69,9.1,2.71
S3315,Lucas Gilbert,Female,22,Arts,4,50.25,5.3,3.34
S3316,Jessica Benton,Female,21,Arts,1,60.76,5.5,2.35
S3317,Wanda Price,Female,21,Arts,1,78.56,8.3,3.51
S3318,Megan Patel,Male,25,Commerce,3,50.7,9.7,3.41
S3319,Vickie Daniels,Male,18,Engineering,1,86.38,4.7,3.93
S3320,Kim Acevedo,Male,18,Science,2,68.81,9.0,2.33
S3321,William Elliott,Female,19,Engineering,3,86.56,5.7,2.19
S3322,Nicholas Fuentes,Female,24,Commerce,2,62.08,2.9,3.53
S3323,Cynthia Pearson,Male,24,Engineering,2,50.94,2.6,2.47
S3324,Eric Lewis,Male,21,Commerce,1,77.5,2.4,3.16
S3325,Jose Pearson,Female,18,Engineering,2,73.6,6.2,2.37
S3326,Rebecca Gordon,Male,20,Science,3,99.89,8.2,2.4
S3327,Mark Elliott,Female,25,Science,2,52.12,8.7,2.68
S3328,James Miller,Female,21,Commerce,1,80.24,4.0,2.33
S3329,Lee Williams MD,Male,25,Engineering,2,62.59,1.5,3.51
S3330,Alyssa Freeman,Male,21,Commerce,2,88.61,2.5,3.03
S3331,Jacqueline Cochran,Male,25,Commerce,4,58.39,7.1,2.94
S3332,Jennifer Reese,Male,20,Engineering,4,91.15,5.1,2.77
S3333,Barbara Ingram,Female,23,Engineering,1,96.81,2.6,2.99
S3334,Erika Fisher,Female,22,Engineering,3,91.01,7.9,2.96
S3335,Diana Moore,Female,21,Commerce,2,85.15,8.4,3.86
S3336,Thomas Valenzuela,Female,20,Commerce,3,92.26,7.8,3.56
S3337,Nathan Harrison,Male,18,Engineering,4,86.48,1.6,3.21
S3338,Barbara Castillo,Female,22,Arts,3,67.86,7.6,3.78
S3339,Katherine Mills,Male,24,Engineering,3,96.53,6.2,2.68
S3340,Jamie Jones,Female,23,Arts,1,63.25,4.3,3.18
S3341,John Gibson,Female,23,Science,4,88.46,3.1,2.91
S3342,Travis Gonzalez,Male,19,Arts,2,86.31,6.4,3.55
S3343,Jeffrey Bowman PhD,Female,19,Engineering,4,95.67,5.2,3.55
S3344,Ashley Dawson,Female,21,Arts,4,71.36,9.8,3.9
S3345,Francisco Lindsey,Female,23,Engineering,2,51.56,6.3,2.3
S3346,Hannah Davis MD,Male,20,Arts,3,50.85,8.8,2.45
S3347,Jeffrey Thompson,Female,20,Arts,4,80.34,7.9,3.11
S3348,Aaron Welch,Male,21,Engineering,4,81.88,1.3,3.6
S3349,Crystal Ward,Female,21,Science,1,96.29,8.3,4.0
S3350,Laura Moore,Female,23,Commerce,1,75.09,4.3,2.14
S3351,Christopher Mclean,Male,22,Engineering,1,61.45,6.2,2.23
S3352,Amanda Larsen,Male,19,Engineering,1,58.1,7.9,3.26
S3353,Pamela Oconnor,Male,25,Commerce,3,64.83,8.0,2.01
S3354,Jacob Walters,Female,23,Arts,1,85.08,3.9,3.57
S3355,Jack Smith,Male,18,Commerce,1,76.83,7.0,2.37
S3356,Lindsay Perez,Female,22,Arts,4,82.21,1.5,3.64
S3357,Jessica Delgado,Female,24,Engineering,2,84.69,4.8,2.93
S3358,Vanessa Walker,Female,23,Engineering,3,57.72,9.4,2.21
S3359,Tammy Sutton,Male,22,Commerce,2,92.11,7.8,2.18
S3360,Michael Ramos,Female,18,Arts,2,68.54,9.9,2.2
S3361,Stacey Daniel,Male,23,Commerce,2,69.54,5.2,2.25
S3362,Joseph Hughes,Female,20,Engineering,4,61.44,7.6,3.91
S3363,Paige Cohen,Female,19,Arts,2,94.05,5.9,3.06
S3364,Mr. Michael Mcdaniel,Male,21,Science,4,54.76,2.4,2.79
S3365,Terry Lee,Male,25,Science,3,65.38,7.0,3.47
S3366,Laura Christian,Male,24,Arts,1,53.37,2.4,2.29
S3367,Dan Meyer,Male,20,Science,4,86.79,2.3,3.69
S3368,Dr. Natasha Wilson,Female,23,Commerce,1,87.68,5.2,2.49
S3369,Dana Sullivan,Female,23,Science,3,51.37,8.0,3.37
S3370,Diane Rivera,Male,23,Commerce,4,77.51,5.4,2.91
S3371,Timothy Miller,Female,24,Science,1,71.4,2.4,3.75
S3372,Robert Long,Male,25,Arts,3,87.2,7.1,2.21
S3373,Robert Sullivan,Male,20,Arts,3,83.74,9.0,2.35
S3374,Kristin Chambers,Male,20,Engineering,4,77.11,2.2,2.24
S3375,Dana Sullivan,Female,21,Arts,3,94.6,1.3,3.9
S3376,Deanna Anderson MD,Female,20,Commerce,2,75.15,2.4,2.23
S3377,Michael Quinn,Male,21,Arts,4,58.22,8.1,3.92
S3378,Robert Lee,Female,18,Science,3,64.18,2.6,2.81
S3379,Alexandra Woods,Male,23,Science,3,67.77,1.6,2.1
S3380,Carolyn Pierce,Male,23,Engineering,2,50.83,7.0,3.9
S3381,Sarah Gordon,Male,25,Engineering,3,91.74,4.9,3.6
S3382,Kathleen Davis,Male,24,Commerce,1,56.02,4.6,3.34
S3383,Barbara Allen,Female,22,Arts,3,85.52,9.4,3.9
S3384,Melissa Gutierrez,Male,25,Arts,1,59.13,8.3,2.36
S3385,Nicole Colon,Male,24,Science,3,93.6,5.5,3.18
S3386,Tyrone Gallegos,Female,22,Arts,1,93.34,3.1,2.13
S3387,Nicholas Vasquez,Female,22,Science,2,75.79,3.9,3.29
S3388,Lisa Daugherty,Female,24,Arts,3,97.59,1.8,3.04
S3389,Cesar White,Female,24,Arts,4,77.92,6.1,3.97
S3390,Cheryl Rodriguez,Male,23,Commerce,3,54.5,3.8,3.85
S3391,Doris Murray,Male,19,Science,3,60.51,9.4,2.31
S3392,Katie Calhoun,Male,25,Commerce,2,98.97,3.2,2.08
S3393,Juan Edwards,Female,20,Science,3,59.68,8.9,3.6
S3394,Mindy Freeman,Female,25,Arts,3,50.88,6.4,2.77
S3395,Beth Erickson,Male,24,Engineering,4,77.36,8.2,3.25
S3396,Patricia Goodwin,Male,19,Arts,4,71.43,5.3,2.81
S3397,Christina Keller,Male,23,Science,4,92.95,3.0,3.22
S3398,Lisa Robinson,Female,21,Commerce,2,85.49,9.3,3.1
S3399,Zachary Edwards,Male,23,Science,3,53.35,1.8,2.73
S3400,Angela Turner,Female,18,Commerce,2,54.92,4.4,2.25
S3401,Dawn Thompson,Female,22,Commerce,3,82.42,6.8,3.9
S3402,David Solomon,Female,22,Arts,2,57.4,6.2,3.53
S3403,Scott Serrano,Female,23,Science,3,60.55,8.7,2.99
S3404,Claudia Rose,Male,24,Arts,2,61.39,8.2,2.74
S3405,John Perez,Female,23,Engineering,1,66.85,6.0,2.65
S3406,Erin Martin,Male,19,Commerce,2,66.17,4.6,2.49
S3407,Joseph Ramos Jr.,Female,18,Science,3,66.08,8.8,3.32
S3408,William Wells,Female,18,Arts,1,84.25,6.8,3.18
S3409,Rebecca Clark,Male,19,Science,1,91.13,3.8,2.06
S3410,Autumn Murphy,Male,18,Arts,1,64.37,5.6,2.44
S3411,Melody Houston,Male,22,Engineering,3,70.72,7.8,2.99
S3412,David Stanley,Female,20,Engineering,4,72.9,4.6,3.17
S3413,Jessica Fuller,Male,20,Engineering,3,94.27,5.3,3.73
S3414,Jacqueline Ponce,Female,20,Commerce,4,95.79,9.8,3.25
S3415,Carlos Jones,Male,23,Commerce,3,51.4,2.2,3.92
S3416,Daniel Bennett,Female,24,Commerce,1,66.23,2.1,2.8
S3417,Mary Harrington,Male,21,Arts,4,91.29,5.8,2.99
S3418,Erik Taylor,Female,20,Commerce,2,64.31,5.1,3.3
S3419,Theresa Jones,Female,21,Science,2,56.71,4.1,2.52
S3420,Albert Hardy,Male,18,Engineering,2,67.84,4.0,3.91
S3421,Misty Boone,Female,23,Science,1,86.1,2.9,2.47
S3422,Michael Cooper,Female,19,Commerce,1,94.32,3.2,3.27
S3423,Dustin Bryan,Male,22,Arts,1,71.09,1.5,3.4
S3424,Mr. John Gonzalez II,Female,18,Commerce,4,71.71,8.9,2.55
S3425,Deborah Hood,Male,25,Arts,1,74.15,7.6,3.94
S3426,Cody Nelson MD,Male,18,Science,2,88.27,3.8,3.95
S3427,Christina Yates,Male,23,Commerce,1,72.07,5.8,3.18
S3428,Sarah Miranda,Female,22,Commerce,4,73.34,4.7,3.53
